"","study","treatment","therm1","therm2","therm3","therm4"
"496",2,"No Contact",3,0,0,0
"497",2,"Same-Sex Marriage Script by Gay Canvasser",75,63,87,72
"498",2,"No Contact",50,54,53,52
"499",2,"No Contact",72,65,NA,69
"500",2,"Same-Sex Marriage Script by Gay Canvasser",76,95,96,82
"501",2,"Same-Sex Marriage Script by Gay Canvasser",50,63,46,54
"502",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,97,100
"503",2,"Same-Sex Marriage Script by Gay Canvasser",82,79,75,NA
"504",2,"Same-Sex Marriage Script by Gay Canvasser",59,61,NA,67
"505",2,"No Contact",58,51,54,NA
"506",2,"No Contact",31,24,42,41
"507",2,"Same-Sex Marriage Script by Gay Canvasser",78,70,NA,80
"508",2,"No Contact",50,49,40,54
"509",2,"No Contact",72,69,90,80
"510",2,"No Contact",94,98,100,99
"511",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,54,45
"512",2,"Same-Sex Marriage Script by Gay Canvasser",79,75,NA,72
"513",2,"Same-Sex Marriage Script by Gay Canvasser",80,69,92,93
"514",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,53,46
"515",2,"Same-Sex Marriage Script by Gay Canvasser",72,79,86,NA
"516",2,"Same-Sex Marriage Script by Gay Canvasser",80,93,88,95
"517",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,59,52
"518",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,51,67
"519",2,"Same-Sex Marriage Script by Gay Canvasser",31,NA,NA,26
"520",2,"Same-Sex Marriage Script by Gay Canvasser",77,70,NA,NA
"521",2,"Same-Sex Marriage Script by Gay Canvasser",61,50,38,69
"522",2,"Same-Sex Marriage Script by Gay Canvasser",63,62,63,67
"523",2,"Same-Sex Marriage Script by Gay Canvasser",46,40,NA,56
"524",2,"Same-Sex Marriage Script by Gay Canvasser",96,100,86,90
"525",2,"Same-Sex Marriage Script by Gay Canvasser",52,57,44,NA
"526",2,"Same-Sex Marriage Script by Gay Canvasser",66,69,57,66
"527",2,"Same-Sex Marriage Script by Gay Canvasser",52,52,57,53
"528",2,"No Contact",97,91,NA,100
"529",2,"No Contact",70,NA,75,60
"530",2,"No Contact",95,100,98,93
"531",2,"No Contact",67,79,75,72
"532",2,"No Contact",50,54,53,40
"533",2,"Same-Sex Marriage Script by Gay Canvasser",36,24,29,53
"534",2,"No Contact",100,100,NA,96
"535",2,"No Contact",50,47,NA,50
"536",2,"No Contact",51,51,28,49
"537",2,"No Contact",51,47,49,46
"538",2,"No Contact",91,NA,100,83
"539",2,"No Contact",81,89,80,63
"540",2,"Same-Sex Marriage Script by Gay Canvasser",20,21,17,16
"541",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,50,NA
"542",2,"Same-Sex Marriage Script by Gay Canvasser",2,8,19,24
"543",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,53,52
"544",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,93,100
"545",2,"Same-Sex Marriage Script by Gay Canvasser",29,47,NA,30
"546",2,"No Contact",76,79,76,79
"547",2,"No Contact",43,51,62,53
"548",2,"Same-Sex Marriage Script by Gay Canvasser",52,53,50,58
"549",2,"No Contact",100,100,96,100
"550",2,"No Contact",53,55,48,37
"551",2,"No Contact",51,56,56,55
"552",2,"Same-Sex Marriage Script by Gay Canvasser",60,78,56,61
"553",2,"No Contact",60,53,59,NA
"554",2,"No Contact",2,0,2,0
"555",2,"No Contact",100,96,98,100
"556",2,"No Contact",33,31,41,56
"557",2,"No Contact",60,NA,67,55
"558",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,43,37
"559",2,"Same-Sex Marriage Script by Gay Canvasser",19,12,5,29
"560",2,"Same-Sex Marriage Script by Gay Canvasser",51,NA,NA,58
"561",2,"No Contact",84,85,74,85
"562",2,"No Contact",98,92,100,95
"563",2,"Same-Sex Marriage Script by Gay Canvasser",72,78,73,73
"564",2,"No Contact",3,13,0,6
"565",2,"No Contact",78,82,75,NA
"566",2,"Same-Sex Marriage Script by Gay Canvasser",42,32,54,44
"567",2,"Same-Sex Marriage Script by Gay Canvasser",66,50,56,68
"568",2,"Same-Sex Marriage Script by Gay Canvasser",5,23,NA,0
"569",2,"No Contact",99,100,100,94
"570",2,"No Contact",50,NA,NA,49
"571",2,"Same-Sex Marriage Script by Gay Canvasser",81,NA,94,66
"572",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,61
"573",2,"No Contact",4,NA,0,0
"574",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,NA,NA
"575",2,"Same-Sex Marriage Script by Gay Canvasser",7,0,16,0
"576",2,"Same-Sex Marriage Script by Gay Canvasser",78,100,100,100
"577",2,"Same-Sex Marriage Script by Gay Canvasser",50,62,54,57
"578",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,51,56
"579",2,"No Contact",80,74,83,74
"580",2,"No Contact",6,4,4,8
"581",2,"No Contact",90,77,87,93
"582",2,"No Contact",91,97,81,100
"583",2,"No Contact",91,100,78,81
"584",2,"No Contact",90,94,75,91
"585",2,"Same-Sex Marriage Script by Gay Canvasser",91,92,94,93
"586",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,NA,100
"587",2,"Same-Sex Marriage Script by Gay Canvasser",11,0,29,NA
"588",2,"Same-Sex Marriage Script by Gay Canvasser",81,NA,86,91
"589",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,53,46
"590",2,"Same-Sex Marriage Script by Gay Canvasser",1,1,0,3
"591",2,"Same-Sex Marriage Script by Gay Canvasser",89,100,90,96
"592",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,95,86
"593",2,"Same-Sex Marriage Script by Gay Canvasser",33,35,6,33
"594",2,"Same-Sex Marriage Script by Gay Canvasser",81,86,83,74
"595",2,"Same-Sex Marriage Script by Gay Canvasser",52,52,38,65
"596",2,"Same-Sex Marriage Script by Gay Canvasser",3,0,NA,18
"597",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,48,58
"598",2,"Same-Sex Marriage Script by Gay Canvasser",99,87,100,94
"599",2,"Same-Sex Marriage Script by Gay Canvasser",80,81,63,83
"600",2,"No Contact",11,NA,17,11
"601",2,"No Contact",100,100,99,99
"602",2,"Same-Sex Marriage Script by Gay Canvasser",62,67,68,68
"603",2,"Same-Sex Marriage Script by Gay Canvasser",86,100,100,NA
"604",2,"No Contact",98,100,97,96
"605",2,"No Contact",41,47,NA,31
"606",2,"No Contact",50,52,56,58
"607",2,"No Contact",100,98,100,NA
"608",2,"No Contact",1,0,20,NA
"609",2,"No Contact",100,96,99,93
"610",2,"No Contact",88,93,86,88
"611",2,"No Contact",61,54,68,58
"612",2,"No Contact",92,80,90,94
"613",2,"No Contact",2,8,0,NA
"614",2,"Same-Sex Marriage Script by Gay Canvasser",46,26,52,47
"615",2,"Same-Sex Marriage Script by Gay Canvasser",50,62,61,50
"616",2,"Same-Sex Marriage Script by Gay Canvasser",52,57,56,51
"617",2,"Same-Sex Marriage Script by Gay Canvasser",50,84,NA,NA
"618",2,"Same-Sex Marriage Script by Gay Canvasser",72,66,59,75
"619",2,"No Contact",66,61,76,61
"620",2,"Same-Sex Marriage Script by Gay Canvasser",50,62,64,38
"621",2,"Same-Sex Marriage Script by Gay Canvasser",50,79,84,93
"622",2,"Same-Sex Marriage Script by Gay Canvasser",63,68,56,61
"623",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,98
"624",2,"Same-Sex Marriage Script by Gay Canvasser",70,61,68,81
"625",2,"Same-Sex Marriage Script by Gay Canvasser",75,80,65,64
"626",2,"No Contact",50,46,50,46
"627",2,"No Contact",60,51,NA,NA
"628",2,"Same-Sex Marriage Script by Gay Canvasser",52,49,71,63
"629",2,"Same-Sex Marriage Script by Gay Canvasser",42,NA,46,45
"630",2,"Same-Sex Marriage Script by Gay Canvasser",68,62,NA,NA
"631",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,51,48
"632",2,"No Contact",91,84,89,88
"633",2,"No Contact",96,82,100,94
"634",2,"No Contact",15,NA,19,5
"635",2,"No Contact",47,38,51,NA
"636",2,"No Contact",100,100,100,98
"637",2,"No Contact",31,34,19,38
"638",2,"Same-Sex Marriage Script by Gay Canvasser",76,88,73,77
"639",2,"Same-Sex Marriage Script by Gay Canvasser",88,100,100,NA
"640",2,"No Contact",50,54,54,51
"641",2,"No Contact",5,2,0,0
"642",2,"No Contact",50,52,55,55
"643",2,"No Contact",98,92,100,100
"644",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,100,91
"645",2,"Same-Sex Marriage Script by Gay Canvasser",50,55,NA,49
"646",2,"No Contact",96,100,91,100
"647",2,"No Contact",54,51,68,61
"648",2,"No Contact",95,98,77,100
"649",2,"Same-Sex Marriage Script by Gay Canvasser",5,5,0,9
"650",2,"Same-Sex Marriage Script by Gay Canvasser",51,29,60,52
"651",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,45,54
"652",2,"Same-Sex Marriage Script by Gay Canvasser",88,75,84,83
"653",2,"Same-Sex Marriage Script by Gay Canvasser",71,69,89,83
"654",2,"Same-Sex Marriage Script by Gay Canvasser",70,71,NA,69
"655",2,"Same-Sex Marriage Script by Gay Canvasser",21,28,11,18
"656",2,"Same-Sex Marriage Script by Gay Canvasser",31,34,33,27
"657",2,"Same-Sex Marriage Script by Gay Canvasser",67,75,NA,84
"658",2,"No Contact",50,53,47,48
"659",2,"No Contact",89,70,78,99
"660",2,"No Contact",43,38,45,27
"661",2,"No Contact",90,88,82,87
"662",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,54,44
"663",2,"Same-Sex Marriage Script by Gay Canvasser",42,35,55,43
"664",2,"No Contact",50,55,47,38
"665",2,"No Contact",50,52,52,NA
"666",2,"No Contact",21,22,21,17
"667",2,"Same-Sex Marriage Script by Gay Canvasser",4,37,39,NA
"668",2,"Same-Sex Marriage Script by Gay Canvasser",1,19,0,17
"669",2,"Same-Sex Marriage Script by Gay Canvasser",53,48,56,43
"670",2,"Same-Sex Marriage Script by Gay Canvasser",86,82,NA,89
"671",2,"No Contact",100,99,97,NA
"672",2,"No Contact",100,100,96,100
"673",2,"No Contact",78,94,67,95
"674",2,"No Contact",31,30,40,NA
"675",2,"No Contact",4,9,NA,NA
"676",2,"No Contact",59,NA,61,NA
"677",2,"No Contact",75,85,76,73
"678",2,"No Contact",50,NA,57,49
"679",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,64,66
"680",2,"Same-Sex Marriage Script by Gay Canvasser",50,75,76,78
"681",2,"Same-Sex Marriage Script by Gay Canvasser",47,NA,48,49
"682",2,"Same-Sex Marriage Script by Gay Canvasser",97,89,100,100
"683",2,"Same-Sex Marriage Script by Gay Canvasser",65,83,89,80
"684",2,"Same-Sex Marriage Script by Gay Canvasser",2,19,7,20
"685",2,"Same-Sex Marriage Script by Gay Canvasser",41,NA,46,45
"686",2,"No Contact",61,65,59,77
"687",2,"No Contact",50,50,52,50
"688",2,"Same-Sex Marriage Script by Gay Canvasser",41,28,NA,42
"689",2,"Same-Sex Marriage Script by Gay Canvasser",67,100,100,100
"690",2,"Same-Sex Marriage Script by Gay Canvasser",81,89,89,81
"691",2,"No Contact",1,6,NA,17
"692",2,"No Contact",71,51,80,76
"693",2,"No Contact",51,42,44,64
"694",2,"No Contact",50,52,57,58
"695",2,"No Contact",21,22,22,33
"696",2,"Same-Sex Marriage Script by Gay Canvasser",49,50,52,NA
"697",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,56,43
"698",2,"Same-Sex Marriage Script by Gay Canvasser",90,90,NA,89
"699",2,"No Contact",52,42,53,49
"700",2,"Same-Sex Marriage Script by Gay Canvasser",90,NA,87,87
"701",2,"No Contact",61,71,71,59
"702",2,"No Contact",50,48,47,57
"703",2,"No Contact",70,72,56,NA
"704",2,"No Contact",74,77,NA,74
"705",2,"No Contact",1,0,23,1
"706",2,"Same-Sex Marriage Script by Gay Canvasser",40,44,38,36
"707",2,"Same-Sex Marriage Script by Gay Canvasser",70,77,80,79
"708",2,"No Contact",52,NA,45,54
"709",2,"No Contact",50,49,46,NA
"710",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,49
"711",2,"No Contact",99,NA,100,100
"712",2,"No Contact",82,81,94,94
"713",2,"No Contact",58,NA,60,56
"714",2,"No Contact",16,20,22,1
"715",2,"No Contact",3,NA,5,0
"716",2,"No Contact",95,100,82,100
"717",2,"No Contact",72,54,55,63
"718",2,"Same-Sex Marriage Script by Gay Canvasser",78,89,96,72
"719",2,"Same-Sex Marriage Script by Gay Canvasser",70,71,70,76
"720",2,"Same-Sex Marriage Script by Gay Canvasser",5,2,15,16
"721",2,"Same-Sex Marriage Script by Gay Canvasser",51,37,58,53
"722",2,"Same-Sex Marriage Script by Gay Canvasser",86,85,97,80
"723",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,45,NA
"724",2,"No Contact",70,71,55,76
"725",2,"Same-Sex Marriage Script by Gay Canvasser",85,82,97,NA
"726",2,"Same-Sex Marriage Script by Gay Canvasser",73,58,68,68
"727",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,57,NA
"728",2,"Same-Sex Marriage Script by Gay Canvasser",6,0,5,NA
"729",2,"Same-Sex Marriage Script by Gay Canvasser",33,30,42,51
"730",2,"No Contact",69,67,84,69
"731",2,"No Contact",57,55,NA,61
"732",2,"Same-Sex Marriage Script by Gay Canvasser",13,20,NA,19
"733",2,"Same-Sex Marriage Script by Gay Canvasser",53,71,44,54
"734",2,"No Contact",75,78,69,80
"735",2,"Same-Sex Marriage Script by Gay Canvasser",50,56,48,45
"736",2,"No Contact",72,NA,67,58
"737",2,"No Contact",58,71,NA,61
"738",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,47
"739",2,"Same-Sex Marriage Script by Gay Canvasser",74,67,69,67
"740",2,"No Contact",88,79,NA,100
"741",2,"No Contact",81,70,87,NA
"742",2,"Same-Sex Marriage Script by Gay Canvasser",1,0,12,0
"743",2,"No Contact",1,0,0,0
"744",2,"No Contact",50,50,NA,56
"745",2,"No Contact",81,78,NA,83
"746",2,"Same-Sex Marriage Script by Gay Canvasser",60,73,76,73
"747",2,"Same-Sex Marriage Script by Gay Canvasser",47,38,47,56
"748",2,"No Contact",1,0,NA,0
"749",2,"No Contact",76,70,83,76
"750",2,"Same-Sex Marriage Script by Gay Canvasser",1,9,9,4
"751",2,"Same-Sex Marriage Script by Gay Canvasser",58,52,60,61
"752",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,51,NA
"753",2,"No Contact",50,49,49,NA
"754",2,"Same-Sex Marriage Script by Gay Canvasser",88,96,100,100
"755",2,"No Contact",1,NA,7,10
"756",2,"No Contact",54,46,58,62
"757",2,"No Contact",50,49,49,44
"758",2,"No Contact",85,79,92,84
"759",2,"No Contact",50,51,49,56
"760",2,"Same-Sex Marriage Script by Gay Canvasser",86,97,92,91
"761",2,"Same-Sex Marriage Script by Gay Canvasser",7,6,3,NA
"762",2,"Same-Sex Marriage Script by Gay Canvasser",38,18,45,40
"763",2,"No Contact",2,NA,12,20
"764",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,NA,47
"765",2,"Same-Sex Marriage Script by Gay Canvasser",54,57,61,67
"766",2,"Same-Sex Marriage Script by Gay Canvasser",53,59,50,50
"767",2,"Same-Sex Marriage Script by Gay Canvasser",70,73,79,80
"768",2,"Same-Sex Marriage Script by Gay Canvasser",52,NA,NA,40
"769",2,"Same-Sex Marriage Script by Gay Canvasser",51,55,64,50
"770",2,"Same-Sex Marriage Script by Gay Canvasser",37,NA,54,45
"771",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,95
"772",2,"No Contact",71,62,76,64
"773",2,"No Contact",85,80,71,100
"774",2,"No Contact",50,55,51,42
"775",2,"Same-Sex Marriage Script by Gay Canvasser",60,NA,59,56
"776",2,"Same-Sex Marriage Script by Gay Canvasser",6,0,2,NA
"777",2,"Same-Sex Marriage Script by Gay Canvasser",96,98,81,100
"778",2,"Same-Sex Marriage Script by Gay Canvasser",99,96,97,98
"779",2,"Same-Sex Marriage Script by Gay Canvasser",53,51,40,44
"780",2,"No Contact",94,NA,NA,93
"781",2,"No Contact",100,NA,100,100
"782",2,"Same-Sex Marriage Script by Gay Canvasser",41,36,NA,44
"783",2,"No Contact",51,59,49,51
"784",2,"Same-Sex Marriage Script by Gay Canvasser",80,94,NA,94
"785",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,66,51
"786",2,"Same-Sex Marriage Script by Gay Canvasser",3,0,2,5
"787",2,"Same-Sex Marriage Script by Gay Canvasser",90,94,77,83
"788",2,"Same-Sex Marriage Script by Gay Canvasser",88,85,84,97
"789",2,"Same-Sex Marriage Script by Gay Canvasser",52,71,66,64
"790",2,"No Contact",56,56,57,50
"791",2,"No Contact",75,73,59,74
"792",2,"Same-Sex Marriage Script by Gay Canvasser",99,NA,100,100
"793",2,"Same-Sex Marriage Script by Gay Canvasser",20,40,37,12
"794",2,"Same-Sex Marriage Script by Gay Canvasser",71,76,84,81
"795",2,"No Contact",34,36,NA,32
"796",2,"No Contact",81,78,81,72
"797",2,"Same-Sex Marriage Script by Gay Canvasser",80,89,80,72
"798",2,"No Contact",75,67,67,58
"799",2,"No Contact",50,47,52,52
"800",2,"No Contact",100,100,100,100
"801",2,"No Contact",97,100,94,100
"802",2,"No Contact",76,78,87,77
"803",2,"No Contact",50,48,51,57
"804",2,"No Contact",42,33,44,41
"805",2,"No Contact",50,53,52,NA
"806",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,44,60
"807",2,"Same-Sex Marriage Script by Gay Canvasser",52,54,70,61
"808",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,99,97
"809",2,"Same-Sex Marriage Script by Gay Canvasser",86,89,76,88
"810",2,"No Contact",38,37,25,30
"811",2,"Same-Sex Marriage Script by Gay Canvasser",89,97,100,86
"812",2,"Same-Sex Marriage Script by Gay Canvasser",81,85,84,70
"813",2,"Same-Sex Marriage Script by Gay Canvasser",94,97,75,93
"814",2,"No Contact",34,NA,34,21
"815",2,"No Contact",29,36,21,30
"816",2,"No Contact",26,20,26,23
"817",2,"No Contact",19,29,NA,23
"818",2,"Same-Sex Marriage Script by Gay Canvasser",53,46,49,50
"819",2,"Same-Sex Marriage Script by Gay Canvasser",100,98,100,100
"820",2,"Same-Sex Marriage Script by Gay Canvasser",100,95,100,90
"821",2,"Same-Sex Marriage Script by Gay Canvasser",60,53,68,70
"822",2,"Same-Sex Marriage Script by Gay Canvasser",7,1,10,9
"823",2,"No Contact",10,5,15,20
"824",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,100,100
"825",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,91
"826",2,"Same-Sex Marriage Script by Gay Canvasser",90,92,90,91
"827",2,"Same-Sex Marriage Script by Gay Canvasser",17,12,NA,20
"828",2,"No Contact",72,80,65,68
"829",2,"Same-Sex Marriage Script by Gay Canvasser",37,45,47,53
"830",2,"Same-Sex Marriage Script by Gay Canvasser",66,83,80,NA
"831",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,51,NA
"832",2,"No Contact",50,NA,44,53
"833",2,"Same-Sex Marriage Script by Gay Canvasser",51,50,51,NA
"834",2,"Same-Sex Marriage Script by Gay Canvasser",79,81,72,81
"835",2,"Same-Sex Marriage Script by Gay Canvasser",51,55,40,43
"836",2,"Same-Sex Marriage Script by Gay Canvasser",60,56,63,81
"837",2,"Same-Sex Marriage Script by Gay Canvasser",6,33,27,35
"838",2,"Same-Sex Marriage Script by Gay Canvasser",75,83,62,66
"839",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,49,49
"840",2,"Same-Sex Marriage Script by Gay Canvasser",19,NA,28,23
"841",2,"No Contact",85,88,83,87
"842",2,"No Contact",53,42,NA,56
"843",2,"No Contact",51,49,54,59
"844",2,"No Contact",52,56,49,46
"845",2,"No Contact",89,89,91,NA
"846",2,"No Contact",1,0,15,5
"847",2,"No Contact",69,82,NA,68
"848",2,"No Contact",50,47,45,48
"849",2,"Same-Sex Marriage Script by Gay Canvasser",58,64,46,44
"850",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,56,55
"851",2,"No Contact",50,NA,44,51
"852",2,"No Contact",7,1,4,0
"853",2,"No Contact",60,50,58,49
"854",2,"Same-Sex Marriage Script by Gay Canvasser",1,0,0,NA
"855",2,"Same-Sex Marriage Script by Gay Canvasser",59,48,62,58
"856",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,100
"857",2,"Same-Sex Marriage Script by Gay Canvasser",23,NA,21,12
"858",2,"No Contact",60,59,59,55
"859",2,"Same-Sex Marriage Script by Gay Canvasser",58,55,NA,62
"860",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,100,95
"861",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,44,57
"862",2,"No Contact",97,100,100,100
"863",2,"No Contact",72,56,66,78
"864",2,"No Contact",62,79,58,65
"865",2,"No Contact",51,52,41,49
"866",2,"Same-Sex Marriage Script by Gay Canvasser",62,77,53,59
"867",2,"Same-Sex Marriage Script by Gay Canvasser",35,33,42,30
"868",2,"No Contact",22,19,9,10
"869",2,"No Contact",51,40,37,NA
"870",2,"No Contact",50,NA,45,57
"871",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,97,83
"872",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,54,NA
"873",2,"No Contact",85,82,79,85
"874",2,"No Contact",50,49,45,51
"875",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,56,54
"876",2,"Same-Sex Marriage Script by Gay Canvasser",32,32,30,45
"877",2,"Same-Sex Marriage Script by Gay Canvasser",43,56,67,71
"878",2,"Same-Sex Marriage Script by Gay Canvasser",50,58,NA,61
"879",2,"Same-Sex Marriage Script by Gay Canvasser",41,28,47,37
"880",2,"Same-Sex Marriage Script by Gay Canvasser",91,89,NA,94
"881",2,"Same-Sex Marriage Script by Gay Canvasser",67,77,81,69
"882",2,"Same-Sex Marriage Script by Gay Canvasser",51,57,60,58
"883",2,"Same-Sex Marriage Script by Gay Canvasser",91,91,NA,91
"884",2,"Same-Sex Marriage Script by Gay Canvasser",55,55,58,70
"885",2,"Same-Sex Marriage Script by Gay Canvasser",63,82,81,81
"886",2,"Same-Sex Marriage Script by Gay Canvasser",47,54,55,40
"887",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,50,66
"888",2,"No Contact",87,84,82,93
"889",2,"Same-Sex Marriage Script by Gay Canvasser",52,42,62,50
"890",2,"No Contact",51,51,64,57
"891",2,"No Contact",100,NA,97,100
"892",2,"No Contact",76,79,79,73
"893",2,"No Contact",67,60,89,67
"894",2,"Same-Sex Marriage Script by Gay Canvasser",90,100,82,88
"895",2,"Same-Sex Marriage Script by Gay Canvasser",11,18,28,12
"896",2,"No Contact",50,51,39,44
"897",2,"No Contact",18,6,NA,3
"898",2,"Same-Sex Marriage Script by Gay Canvasser",95,100,NA,94
"899",2,"Same-Sex Marriage Script by Gay Canvasser",90,78,85,78
"900",2,"Same-Sex Marriage Script by Gay Canvasser",65,70,62,83
"901",2,"No Contact",41,53,42,NA
"902",2,"No Contact",80,72,83,85
"903",2,"No Contact",73,74,NA,72
"904",2,"No Contact",92,98,100,97
"905",2,"No Contact",100,100,100,97
"906",2,"No Contact",100,100,NA,92
"907",2,"No Contact",6,15,NA,0
"908",2,"No Contact",50,51,52,61
"909",2,"No Contact",74,83,82,NA
"910",2,"No Contact",69,72,61,60
"911",2,"Same-Sex Marriage Script by Gay Canvasser",50,40,53,55
"912",2,"Same-Sex Marriage Script by Gay Canvasser",80,100,100,NA
"913",2,"No Contact",51,46,37,48
"914",2,"No Contact",50,48,48,45
"915",2,"No Contact",42,45,30,37
"916",2,"Same-Sex Marriage Script by Gay Canvasser",50,46,54,54
"917",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,91,100
"918",2,"No Contact",75,72,96,64
"919",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"920",2,"Same-Sex Marriage Script by Gay Canvasser",31,29,44,40
"921",2,"No Contact",15,10,NA,4
"922",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,46,NA
"923",2,"Same-Sex Marriage Script by Gay Canvasser",75,NA,69,NA
"924",2,"Same-Sex Marriage Script by Gay Canvasser",47,45,35,50
"925",2,"No Contact",50,52,37,47
"926",2,"No Contact",100,95,100,93
"927",2,"No Contact",1,0,0,0
"928",2,"Same-Sex Marriage Script by Gay Canvasser",53,58,45,50
"929",2,"Same-Sex Marriage Script by Gay Canvasser",81,NA,97,NA
"930",2,"Same-Sex Marriage Script by Gay Canvasser",1,0,NA,0
"931",2,"Same-Sex Marriage Script by Gay Canvasser",94,NA,96,82
"932",2,"Same-Sex Marriage Script by Gay Canvasser",91,NA,100,98
"933",2,"Same-Sex Marriage Script by Gay Canvasser",100,95,100,NA
"934",2,"Same-Sex Marriage Script by Gay Canvasser",78,78,91,93
"935",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,45,59
"936",2,"Same-Sex Marriage Script by Gay Canvasser",77,74,71,99
"937",2,"Same-Sex Marriage Script by Gay Canvasser",50,56,45,40
"938",2,"No Contact",50,NA,56,52
"939",2,"No Contact",75,84,73,75
"940",2,"No Contact",53,63,NA,63
"941",2,"No Contact",50,45,50,NA
"942",2,"No Contact",35,NA,46,23
"943",2,"No Contact",81,NA,66,68
"944",2,"No Contact",100,100,NA,96
"945",2,"No Contact",50,52,50,NA
"946",2,"No Contact",71,88,61,65
"947",2,"No Contact",1,2,9,0
"948",2,"No Contact",96,100,NA,89
"949",2,"No Contact",50,48,48,NA
"950",2,"No Contact",3,5,2,10
"951",2,"No Contact",32,39,35,49
"952",2,"No Contact",6,1,9,0
"953",2,"Same-Sex Marriage Script by Gay Canvasser",13,NA,NA,24
"954",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,48,44
"955",2,"Same-Sex Marriage Script by Gay Canvasser",96,96,100,97
"956",2,"Same-Sex Marriage Script by Gay Canvasser",49,57,58,35
"957",2,"Same-Sex Marriage Script by Gay Canvasser",72,83,NA,81
"958",2,"No Contact",70,NA,60,79
"959",2,"No Contact",100,100,100,100
"960",2,"No Contact",59,59,60,NA
"961",2,"No Contact",62,67,61,51
"962",2,"No Contact",2,1,19,17
"963",2,"No Contact",51,59,63,55
"964",2,"Same-Sex Marriage Script by Gay Canvasser",25,18,17,19
"965",2,"Same-Sex Marriage Script by Gay Canvasser",92,97,NA,NA
"966",2,"Same-Sex Marriage Script by Gay Canvasser",91,82,85,88
"967",2,"No Contact",50,46,52,57
"968",2,"No Contact",11,25,5,0
"969",2,"No Contact",11,18,NA,9
"970",2,"No Contact",85,82,98,88
"971",2,"No Contact",53,42,48,52
"972",2,"No Contact",51,58,66,51
"973",2,"No Contact",100,100,100,100
"974",2,"No Contact",76,NA,NA,NA
"975",2,"No Contact",92,94,NA,89
"976",2,"Same-Sex Marriage Script by Gay Canvasser",50,45,51,NA
"977",2,"Same-Sex Marriage Script by Gay Canvasser",51,54,34,55
"978",2,"No Contact",69,73,60,NA
"979",2,"No Contact",92,94,93,86
"980",2,"No Contact",2,1,16,0
"981",2,"Same-Sex Marriage Script by Gay Canvasser",88,100,NA,90
"982",2,"Same-Sex Marriage Script by Gay Canvasser",50,58,56,47
"983",2,"Same-Sex Marriage Script by Gay Canvasser",80,88,73,65
"984",2,"No Contact",2,NA,2,0
"985",2,"Same-Sex Marriage Script by Gay Canvasser",21,22,NA,NA
"986",2,"Same-Sex Marriage Script by Gay Canvasser",50,59,60,48
"987",2,"Same-Sex Marriage Script by Gay Canvasser",100,91,100,100
